x-position,y-position,real part of ef,imaginary part of ef,reduced shear
   1.38073,  -1.01534,  -0.21937,  -0.09780,  0.099365
  -0.44471,  -0.99729,   0.02689,  -0.53368,  0.159912
  -1.95619,  -1.83238,   0.08969,   0.35524,  0.059124
   0.78051,  -1.10983,   0.06237,   0.07957,  0.127828
   0.63979,  -0.09518,  -0.48450,   0.48471,  0.267847
  -0.07165,  -1.58035,   0.43415,  -0.01584,  0.108477
   0.38044,   1.19633,  -0.14556,   0.42134,  0.138635
  -0.60795,  -0.68346,  -0.29502,  -0.31002,  0.190857
  -1.30549,   1.81566,  -0.10447,   0.45131,  0.073408
   0.32947,   1.59019,  -0.03035,  -0.32133,  0.105425
   0.31658,  -1.52565,   0.11987,   0.17151,  0.110277
   1.23088,  -1.52686,  -0.11461,   0.22220,  0.085421
   0.61968,   0.11180,   0.09202,  -0.51096,  0.274983
  -1.22626,   0.28336,  -0.39683,   0.16092,  0.138268
  -0.33079,  -0.66383,   0.07420,  -0.35070,  0.234381
   1.24678,  -1.20915,   0.02983,   0.59349,  0.097913
  -0.40701,  -0.36753,  -0.07407,  -0.09853,  0.315220
  -1.49058,  -0.54040,   0.08625,  -0.19660,  0.108214
  -1.34239,   0.84786,   0.21850,   0.23997,  0.108050
   1.93251,   0.81464,  -0.45567,  -0.53086,  0.079101
  -0.58805,  -0.02974,  -0.30840,   0.08400,  0.293741
  -0.39496,   0.08187,  -0.38362,   0.30829,  0.434293
   0.72610,   1.64407,  -0.12848,  -0.08884,  0.094255
  -1.42984,  -0.01843,  -0.22465,   0.01989,  0.120920
  -1.57666,  -1.70901,  -0.00337,  -0.38971,  0.070116
   0.45729,   0.23288,  -0.03445,  -0.72019,  0.336969
  -0.38715,   0.81345,  -0.69309,  -0.12217,  0.193751
  -1.61992,   1.86910,  -0.20212,  -0.07266,  0.065149
  -0.67202,  -1.96410,  -0.12610,   0.14130,  0.080038
  -0.86812,  -0.35805,  -0.30262,   0.16775,  0.185964
   1.13613,   0.91656,   0.02498,  -0.31539,  0.118292
   1.80220,   0.19335,   0.02826,  -0.31099,  0.093369
  -0.05322,   0.02048,   0.60417,  -0.38480, -0.630783
  -0.73632,  -1.16924,  -0.48712,  -0.16150,  0.125394
   1.84267,  -0.01967,  -0.52652,  -0.22275,  0.091653
   0.04215,   1.54208,  -0.22058,   0.28059,  0.111476
   1.88439,  -1.80401,   0.01227,  -0.04135,  0.061101
   0.58958,   0.81651,   0.27905,   0.21302,  0.173458
  -1.46280,  -1.89485,  -0.11185,   0.12134,  0.067742
   0.05455,   1.02344,   0.36812,  -0.12408,  0.170448
  -0.81074,  -1.06303,   0.30551,   0.37662,  0.129827
   0.16643,   1.92562,   0.09280,   0.08624,  0.086850
  -0.92852,   1.15945,  -0.02558,   0.44961,  0.116105
   0.56643,  -0.31360,  -0.06530,   0.62597,  0.267597
   0.53316,  -0.28943,  -0.28912,   0.38887,  0.285265
  -0.46086,  -1.42840,   0.23104,  -0.13242,  0.114820
   1.31285,  -1.38588,  -0.05953,  -0.17666,  0.088078
  -0.57678,   1.68649,   0.22808,   0.01697,  0.095134
   1.86734,   1.38014,  -0.16754,  -0.32589,  0.070230
  -0.35719,   1.56366,   0.04821,   0.38580,  0.106862
  -0.18685,   1.25059,   0.08250,  -0.27804,  0.137599
  -1.64564,  -0.06833,  -0.00243,  -0.32910,  0.103809
  -0.52404,  -1.01034,  -0.01628,   0.28799,  0.153324
   0.14231,  -1.03971,   0.12083,   0.11929,  0.166452
  -1.75597,  -1.47535,   0.03018,  -0.17586,  0.071261
   0.59254,   1.38060,  -0.04023,   0.25093,  0.114699
   0.49297,   1.89684,   0.65468,  -0.24290,  0.085489
   0.38823,  -0.36290,   0.15930,   0.36596,  0.325299
   1.10382,   1.19290,  -0.14845,  -0.01517,  0.105335
  -1.86811,  -1.64242,  -0.33215,   0.00434,  0.064708
  -0.60981,  -0.38145,   0.00512,  -0.65298,  0.241491
   0.21730,   1.02177,   0.33088,   0.09712,  0.167218
  -0.91669,   1.10057,   0.38029,   0.23289,  0.120707
  -0.19279,   0.48550,   0.51688,   0.46259,  0.330970
   1.19789,   0.64422,   0.05765,  -0.38947,  0.127499
   0.23233,   0.57187,   0.54342,  -0.05386,  0.280418
   0.14206,   1.11884,   0.31054,   0.19349,  0.154754
  -1.79722,   1.73122,   0.41816,   0.07605,  0.064460
  -1.33316,   0.81584,  -0.18267,  -0.39556,  0.109908
  -0.24761,   1.61482,  -0.10014,  -0.22543,  0.104739
  -0.12442,  -0.75038,   0.08338,   0.22521,  0.228691
   0.92397,   0.17036,  -0.17028,  -0.16397,  0.185870
   1.99654,   1.59878,  -0.31565,   0.16057,  0.062575
  -0.76605,   1.24528,   0.26375,   0.01781,  0.118094
  -1.33472,   0.85917,   0.02420,   0.45079,  0.108079
  -1.43454,   0.08802,  -0.03152,   0.13853,  0.120268
  -1.81945,  -0.77989,  -0.23923,   0.45924,  0.084520
   0.20116,  -1.59782,  -0.12644,   0.64253,  0.106392
   1.33777,   1.77139,  -0.17075,   0.14208,  0.074046
  -1.88464,  -0.47821,  -0.26681,  -0.23599,  0.086263
  -0.98295,  -0.51136,   0.04290,  -0.43570,  0.157565
   1.90198,  -1.02620,  -0.49877,  -0.04304,  0.076394
  -1.95898,  -1.74866,  -0.08759,   0.14723,  0.060617
   0.77750,   1.16781,   0.35983,   0.52309,  0.123392
  -1.96777,  -1.17382,   0.06379,  -0.01425,  0.071342
   0.22541,  -1.79039,  -0.31497,  -0.50191,  0.093833
  -1.56584,   1.69945,  -0.05644,   0.72357,  0.070631
  -1.75887,  -1.20242,   0.17460,  -0.39937,  0.077668
  -1.12214,   0.91456,  -0.49875,   0.20548,  0.119350
   0.91937,  -1.14440,  -0.67653,   0.11488,  0.117585
   1.75485,   1.39401,  -0.34039,   0.25766,  0.073221
   1.94620,  -1.81321,   0.12769,   0.04360,  0.059676
   1.35249,  -0.76919,  -0.55491,  -0.31164,  0.110448
  -0.83019,  -1.21229,   0.12540,  -0.03779,  0.117469
   1.57454,   1.63437,  -0.01152,  -0.28985,  0.072151
   0.84258,   1.90965,   0.32933,  -0.23063,  0.079535
  -1.50504,  -1.48617,   0.20712,  -0.21921,  0.078325
